epoch,batch_idx,timestamp,learning_rate,gradient_norm,mask_info,batch_time,refinement_iterations,gradient_flow,microbatch_size,delta_imp_count_loss,delta_obs_count_loss,delta_imp_pval_loss,delta_obs_pval_loss,delta_imp_peak_loss,delta_obs_peak_loss,delta_imp_peak_auc,delta_obs_peak_auc,delta_imp_count_pcc,delta_obs_count_pcc,delta_imp_pval_pcc,delta_obs_pval_pcc
1,10,2025-12-16T22:06:17.590711,5.003846153846154e-05,96.22245788574219,A:1.0/L:1.0/C:0.0,1.3141522407531738,2,stop,1,0.09455549716949463,0.0002021193504333496,0.4121809061616659,0.03345227241516113,0.0003407364711165428,0.00019929755944758654,,,-0.20924586057662964,-0.011028468608856201,-0.1103602945804596,-0.05314779281616211
1,11,2025-12-16T22:06:18.921280,5.0042307692307695e-05,6.338913917541504,A:1.0/L:1.0/C:0.0,1.3200855255126953,2,stop,1,0.0025807619094848633,-0.000264681875705719,-0.045007992535829544,-0.013241536915302277,0.00032334914430975914,8.229311788454652e-06,,,-0.027794450521469116,0.0013062357902526855,0.0037763118743896484,0.008016198873519897
1,12,2025-12-16T22:06:20.261313,5.004615384615385e-05,32.07532501220703,A:1.0/L:1.0/C:0.0,1.329573392868042,2,stop,1,0.07705128192901611,0.002870216965675354,2.6265188455581665,-0.06795010343194008,0.0037475265562534332,6.97922077961266e-05,,,-0.0007530897855758667,-0.04414600133895874,-0.018127426505088806,-0.08953744173049927
1,13,2025-12-16T22:06:21.592835,5.005e-05,19.883140563964844,A:1.0/L:1.0/C:0.0,1.3212206363677979,2,stop,1,0.13134461641311646,0.004660315811634064,0.31547458469867706,0.011625243350863457,0.002780341077595949,0.0002444237470626831,,,-0.05205953121185303,-0.03320690989494324,-0.06398314237594604,-0.02738487720489502
1,14,2025-12-16T22:06:22.916411,5.005384615384615e-05,16.47981834411621,A:1.0/L:1.0/C:0.0,1.3131663799285889,2,stop,1,0.1595393419265747,0.004815250635147095,0.05143137276172638,0.0064716339111328125,0.004146130755543709,1.6295525711029768e-06,,,-0.03703853487968445,-0.08715227246284485,-0.06351152062416077,-0.00619351863861084
1,15,2025-12-16T22:06:24.246159,5.00576923076923e-05,8.287081718444824,A:1.0/L:1.0/C:0.0,1.3192756175994873,2,stop,1,0.0014256834983825684,0.0013312026858329773,-0.0183485746383667,0.002095751464366913,-2.234670682810247e-05,1.2955861166119576e-05,,,-0.035264208912849426,-0.034148722887039185,-0.061554014682769775,0.0005326271057128906
1,16,2025-12-16T22:06:25.588313,5.0061538461538453e-05,9.762697219848633,A:1.0/L:1.0/C:0.0,1.3316898345947266,2,stop,1,0.003241628408432007,0.0028763487935066223,0.08530367910861969,0.0288062309846282,-0.00023282738402485847,0.00024221344938268885,,,-0.0019635558128356934,-0.029867112636566162,-0.0393204391002655,-0.11809496581554413
1,17,2025-12-16T22:06:26.922219,5.0065384615384615e-05,7.53029203414917,A:1.0/L:1.0/C:0.0,1.323396921157837,2,stop,1,0.004167348146438599,0.00013250857591629028,0.012153007090091705,-0.003991016186773777,-0.0008880095556378365,0.00016138562932610512,,,0.0011013150215148926,-0.01790642738342285,-0.019146502017974854,-0.015313923358917236
1,18,2025-12-16T22:06:28.247985,5.006923076923077e-05,9.204363822937012,A:1.0/L:1.0/C:0.0,1.3149583339691162,2,stop,1,0.05027663707733154,0.011452242732048035,0.09448873996734619,0.08778813667595387,0.002944277599453926,0.0008070362382568419,,,-0.02370893955230713,-0.039980947971343994,-0.020266741514205933,-0.1684689223766327
1,19,2025-12-16T22:06:29.579389,5.007307692307693e-05,6.732046604156494,A:1.0/L:1.0/C:0.0,1.3208537101745605,2,stop,1,0.02227918803691864,0.0006052590906620026,-0.02560308575630188,0.010332614183425903,0.004559177439659834,-0.0001611253246665001,,,-0.010541155934333801,-0.018717259168624878,0.007341861724853516,-0.040535032749176025
1,20,2025-12-16T22:06:30.925379,5.007692307692308e-05,5.820650577545166,A:1.0/L:1.0/C:0.0,1.3355393409729004,2,stop,1,0.006648242473602295,0.0011737197637557983,0.03949114680290222,0.010681811720132828,0.00025079213082790375,0.0002597223501652479,,,0.0019451379776000977,-0.0051111578941345215,-0.014731287956237793,-0.024786442518234253
1,21,2025-12-16T22:06:32.248499,5.008076923076923e-05,6.953199863433838,A:1.0/L:1.0/C:0.0,1.312610149383545,2,stop,1,0.0007094144821166992,-0.0012419745326042175,-0.005213290452957153,-0.030463770031929016,-0.00013401941396296024,0.00021538222063099965,,,-0.005320727825164795,-0.21733474731445312,0.021119147539138794,-0.10777637362480164
