epoch,batch_idx,timestamp,learning_rate,gradient_norm,mask_info,batch_time,imp_count_loss,obs_count_loss,imp_pval_loss,obs_pval_loss,imp_peak_loss,obs_peak_loss,total_loss,imp_count_r2_median,imp_count_spearman_median,imp_count_pearson_median,imp_count_mse_median,imp_count_mae_median,imp_count_mae_r2_median,imp_count_perplexity_median,imp_pval_r2_median,imp_pval_spearman_median,imp_pval_pearson_median,imp_pval_mse_median,imp_pval_mae_median,imp_pval_mae_r2_median,imp_pval_perplexity_median,imp_peak_auc_median,obs_count_r2_median,obs_count_spearman_median,obs_count_pearson_median,obs_count_mse_median,obs_count_mae_median,obs_count_mae_r2_median,obs_count_perplexity_median,obs_pval_r2_median,obs_pval_spearman_median,obs_pval_pearson_median,obs_pval_mse_median,obs_pval_mae_median,obs_pval_mae_r2_median,obs_pval_perplexity_median,obs_peak_auc_median,dsf_upsampled_count,dsf_downsampled_count,dsf_same_count,control_non1_count,train_st_depth_ratio,train_st_runtype_mse,train_st_readlen_mse,EMA_Imp_Pval_R2,EMA_Imp_Pval_SRCC,EMA_Imp_Pval_PCC,EMA_Imp_Pval_MAE_R2,EMA_Imp_Count_R2,EMA_Imp_Count_SRCC,EMA_Imp_Count_PCC,EMA_Imp_Count_MAE_R2,EMA_Obs_Pval_MAE_R2,EMA_Obs_Count_MAE_R2,EMA_Imp_Count_Loss,EMA_Obs_Count_Loss,EMA_Imp_Pval_Loss,EMA_Obs_Pval_Loss,EMA_Imp_Peak_AUC,EMA_Obs_Peak_AUC
1,0,2026-02-23T14:47:12.194379,0.0002,41.642520904541016,A:1.0/L:0.0/C:0.0,5.618984699249268,0.39207062125205994,0.047835513949394226,1.1245638132095337,0.28469616174697876,0.3491189777851105,0.12721413373947144,2.3254992961883545,-1.0093772411346436,0.0022327859391328025,0.008026804,0.9411381,0.76705056,-0.8104279041290283,2.1953203678131104,-36.9225959777832,0.003047327419103288,-0.0026252149,0.42865852,0.6467421,-9.124519348144531,3.0857186317443848,0.0,0.0,0.0014628515400598324,-0.0037848935,0.19697388,0.4297154,-1.6790204048156738,1.3672541379928589,0.0,0.0035902766768680077,0.007967038,0.47147432,0.6866352,-29.40984535217285,3.1518843173980713,0.0,0,0,32,0,,,,-36.9225959777832,0.003047327419103288,-0.0026252148672938347,-9.124519348144531,-1.0093772411346436,0.0022327859391328025,0.008026803843677044,-0.8104279041290283,-29.40984535217285,-1.6790204048156738,0.39207062125205994,0.047835513949394226,1.1245638132095337,0.28469616174697876,0.0,0.0
1,1,2026-02-23T14:47:16.484208,0.00020205128205128206,19.44422721862793,A:1.0/L:0.0/C:0.0,3.9914896488189697,0.813941478729248,0.3330007791519165,1.0585769414901733,0.28021183609962463,0.2379845678806305,0.0627644807100296,2.786479949951172,-0.14558762311935425,0.005060791810393914,0.0013657168,1.609539,0.8071438,-0.01693493127822876,3.0356682538986206,-2.266880750656128,0.0024007631255647996,0.0012804553,0.31904018,0.52354515,-1.8430118560791016,2.9058409929275513,0.5026138442283624,-0.32747572660446167,0.0005940657765074969,-0.0014533638,4.319522,1.1585991,-0.05143016576766968,5.355327129364014,-0.5205608606338501,0.005532761359374607,0.0033065286,0.320962,0.50549364,-0.5069066286087036,2.91570246219635,0.4909850301622757,0,0,72,0,,,,-36.749317401647566,0.0030440945976355953,-0.0026056865166174245,-9.088111810684204,-1.005058293044567,0.0022469259684891082,0.007993498408468441,-0.8064604392647744,-29.265330658555033,-1.6708824536204336,0.3941799755394459,0.04926134027540684,1.124233878850937,0.28467374011874197,0.5026138442283624,0.4909850301622757
1,2,2026-02-23T14:47:19.170569,0.00020410256410256412,17.898914337158203,A:1.0/L:0.0/C:0.0,2.615865707397461,0.47574424743652344,0.12587127089500427,0.9762738943099976,0.24863506853580475,0.1748189926147461,0.041294801980257034,2.0426383018493652,-0.3276713490486145,-0.0034289611942331733,-0.0017738921,0.68835664,0.710651,-0.4071923494338989,2.3673375844955444,-1.708174228668213,0.0028169776672409474,0.0022958948,0.16801879,0.37753755,-1.0835033059120178,2.658320665359497,0.48294548749297517,-0.2700115442276001,-0.0017639237518430754,-0.002553016,0.6047454,0.6997735,-0.30268359184265137,2.31746244430542,-2.418931007385254,0.0002337873028284724,-0.0047656377,0.20703584,0.425702,-1.2669897079467773,2.687154769897461,0.5001278615666831,0,0,20,0,,,,-36.57411168578267,0.003042959012983622,-0.0025811786101286997,-9.048088768160342,-1.0016713583245873,0.0022185465326754967,0.007944661455991446,-0.80446409881562,-29.125338953801993,-1.664041459311545,0.3945877968989313,0.049644389928504826,1.1234940789282322,0.2844935467608273,0.5025155024446855,0.4910307443192977
1,3,2026-02-23T14:47:22.299397,0.00020615384615384617,10.558762550354004,A:1.0/L:0.0/C:0.0,3.0877346992492676,0.42804843187332153,0.1383950561285019,1.0569013357162476,0.2712729275226593,0.20858950912952423,0.04652665555477142,2.1497340202331543,-0.8228186368942261,-0.0008110093767933971,-0.00048667804,0.6913012,0.74000823,-0.8007386326789856,2.075892210006714,-6.447258710861206,0.0028690294308693185,0.002363956,0.3088652,0.5372461,-3.3719558715820312,2.8636913299560547,0.48413257223325873,-0.08599084615707397,-0.0024723012570346476,0.00070300896,1.9102094,0.9009055,-0.19755524396896362,2.4387764930725098,-1.2267080545425415,-0.0014502628811671296,0.0006434028,0.38697338,0.55633736,-1.3068755865097046,2.992036819458008,0.5002447892491656,0,0,72,0,,,,-36.42347742090806,0.0030420893650730508,-0.0025564529367395005,-9.01970810367745,-1.0007770947174355,0.0022033987531281524,0.007902504758529513,-0.8044454714849367,-28.986246636965532,-1.656709028234832,0.39475510007380327,0.05008814325950481,1.123161115212172,0.28442744366463646,0.5024235877936283,0.491076814543947
1,4,2026-02-23T14:47:25.124429,0.00020820512820512823,34.88976287841797,A:1.0/L:0.0/C:0.0,2.7901127338409424,0.5820591449737549,0.12794429063796997,0.939029335975647,0.2354472428560257,0.14958475530147552,0.04407135769724846,2.0781359672546387,-0.09016138315200806,-0.0019161887521047347,0.00012674322,0.8975174,0.77514374,-0.02721691131591797,3.042193651199341,-2.6210410594940186,0.002055286245806036,0.0013228699,0.22642651,0.45124334,-1.8459606170654297,2.5630619525909424,0.4997707036126443,-0.1384371519088745,-0.0032605166526893776,-0.006364179,0.83484334,0.78472376,-0.0650949478149414,2.5409419536590576,-3.742856979370117,0.004646726541788892,0.002908656,0.23404717,0.45819893,-2.1860413551330566,2.530421018600464,0.48189780934458315,0,0,32,0,,,,-36.25446523910099,0.003037155349476716,-0.002537056322506167,-8.983839366244391,-0.9962240161596083,0.002182800815601988,0.007863625950854455,-0.8005593286840916,-28.85224561055637,-1.6487509578327324,0.395691620298303,0.05047742399639713,1.1222404563159893,0.2841825426605934,0.5024103233727233,0.4910309195179502
1,5,2026-02-23T14:47:28.632770,0.00021025641025641028,29.03816032409668,A:1.0/L:0.0/C:0.0,3.4557225704193115,0.5503306984901428,0.16178195178508759,0.9208682179450989,0.23160533607006073,0.16877001523971558,0.04497063532471657,2.078326940536499,-0.08880960941314697,0.00010405246127936029,0.0026069195,0.981634,0.806794,-0.13761252164840698,2.60093891620636,-1.847977876663208,-0.0029814157237192116,-0.001128496,0.2127294,0.41196567,-1.531816005706787,2.5126157999038696,0.502784998905429,-0.11720031499862671,0.006070553622011353,0.0007233775,1.1769698,0.8744724,-0.12037533521652222,2.9367998838424683,-1.4792683124542236,0.0009171388244954835,0.0012418696,0.21197143,0.40952444,-1.14593505859375,2.535233974456787,0.48972803641824664,0,0,72,0,,,,-36.0824328022888,0.0030070624941107363,-0.0025300135209941413,-8.946579249441703,-0.991686944125876,0.0021724070738303744,0.007837342418605068,-0.7972445946489132,-28.713714057796558,-1.6411090797196515,0.39646481568926223,0.05103394663534059,1.1212335951241348,0.28391965662764074,0.5024121967503868,0.49102440510245166
1,6,2026-02-23T14:47:29.792626,0.00021230769230769233,171918.515625,A:1.0/L:0.0/C:0.0,1.1378757953643799,0.45595017075538635,0.15519124269485474,33.490989685058594,10.109293937683105,0.1691066175699234,0.0340377613902092,44.41456604003906,-0.256314754486084,-0.00026899920493345976,-0.00016496249,0.8885886,0.6950429,-0.506834089756012,2.5180277824401855,-0.4111629128456116,-0.0031240882018394762,-0.0031499153,0.11154536,0.24909407,-0.3185505270957947,inf,0.49672144146781827,-0.11299312114715576,-0.0027468642613455636,-0.0009296462,1.604283,0.7919836,-0.1686263084411621,3.1198816299438477,-0.2960718870162964,0.0019299881349170319,0.000923936,0.14832953,0.27405486,-0.11498546600341797,inf,0.49731686089113036,0,0,20,0,,,,-35.904076452841586,0.002976406740630985,-0.002533113029657888,-8.903439105829975,-0.988010083177677,0.0021602000424365553,0.007797330894061596,-0.7957925421244486,-28.57072041483759,-1.633746665863259,0.3967622424645928,0.05155473311563816,1.283082375573807,0.33304652803291807,0.502383742973974,0.49105586738139506
1,7,2026-02-23T14:47:32.603164,0.0002143589743589744,95.67420959472656,A:1.0/L:0.0/C:0.0,2.802269220352173,0.3319475054740906,0.11217396706342697,0.8487009406089783,0.202262282371521,0.17318959534168243,0.04199343919754028,1.7102677822113037,-1.3544111251831055,-0.002638315377394742,-0.006414612,0.6781072,0.7061928,-1.0735411643981934,2.004892110824585,-4.1102752685546875,0.0011653112239498752,0.0031972057,0.18014674,0.37623128,-2.770378828048706,2.2719483375549316,0.5060968491077207,-0.6429532170295715,-0.0006264754305822394,0.001335735,0.67016166,0.7329904,-1.1235917210578918,2.0536420345306396,-4.322003602981567,-0.0043892121917652694,0.0020652371,0.18738335,0.3859964,-2.700811743736267,2.2682117223739624,0.4942755867014341,36,0,36,2,,,,-35.74510744692015,0.0029673512630475794,-0.002504461435916565,-8.872773804441069,-0.9898420883877042,0.002136207465337399,0.007726271180472004,-0.7971812852358173,-28.441370871482086,-1.631195891139232,0.39643816877964033,0.0518578292853771,1.280910468398983,0.3323926068046111,0.5024023085046427,0.49107196597799524
1,8,2026-02-23T14:47:34.180704,0.00021641025641025644,11995.2822265625,A:1.0/L:0.0/C:0.0,1.5687212944030762,0.3318696618080139,0.06134394183754921,2.5546553134918213,0.7155981659889221,0.14982685446739197,0.044120512902736664,3.857414484024048,-0.3642221689224243,0.001528965088089442,0.00244423,0.70985776,0.7936708,-0.711413562297821,1.951711356639862,-17.311779260635376,-0.004147152922134956,0.00032680697,0.12234739,0.29614377,-9.325432300567627,inf,0.0,0.0,-0.0023277802810692384,0.002360132,0.5372718,0.7293642,-1.3433511853218079,1.886094331741333,0.0,-0.002373786142832339,-0.0010737331,0.103260815,0.2742757,-1.1103520393371582,1.2987163066864014,0.0,32,0,0,4,,,,-35.65294080598873,0.002931778742121667,-0.00249030509388495,-8.875037096921702,-0.9867139887903777,0.002133171253451159,0.007699860974669875,-0.7967524466211273,-28.30471577732136,-1.6297566676101447,0.3961153262447822,0.05190525984813796,1.2872791926244471,0.3343086346005326,0.5024023085046427,0.49107196597799524
1,9,2026-02-23T14:47:36.608561,0.00021846153846153852,375.2341003417969,A:1.0/L:0.0/C:0.0,2.402721405029297,0.6366252899169922,0.239984393119812,1.0419787168502808,0.3523077368736267,0.16887563467025757,0.042970363050699234,2.4827423095703125,-0.0806649923324585,-0.0010071779811368033,-0.0007450819,1.2773727,0.88188386,-0.041699886322021484,2.6793224811553955,-0.6951799392700195,0.0007213765874118123,0.00072287675,0.17019187,0.33920893,-0.7102946043014526,2.3285281658172607,0.5008644467025994,-0.10056614875793457,0.001448015360191332,0.0013416423,1.9634027,0.93916154,-0.03042149543762207,3.2768077850341797,-0.7057756185531616,0.0006827545638129104,0.0002431379,0.20540088,0.36524996,-0.6134424209594727,2.4423468112945557,0.5079365881976452,54,0,18,3,,,,-35.47815200165513,0.0029207267313481177,-0.0024742391846658616,-8.834213384458602,-0.9821837438080881,0.0021174695072782193,0.007657636260172359,-0.7929771838196318,-28.16625941053955,-1.6217599917492822,0.3973178760631432,0.052845655514496326,1.2860526902455764,0.3343986301118981,0.5023946191956326,0.4911562890890935
