epoch,batch_idx,timestamp,learning_rate,gradient_norm,mask_info,batch_time,imp_count_loss,obs_count_loss,imp_pval_loss,obs_pval_loss,imp_peak_loss,obs_peak_loss,total_loss,imp_count_r2_median,imp_count_spearman_median,imp_count_pearson_median,imp_count_mse_median,imp_count_mae_median,imp_count_mae_r2_median,imp_count_perplexity_median,imp_pval_r2_median,imp_pval_spearman_median,imp_pval_pearson_median,imp_pval_mse_median,imp_pval_mae_median,imp_pval_mae_r2_median,imp_pval_perplexity_median,imp_peak_auc_median,obs_count_r2_median,obs_count_spearman_median,obs_count_pearson_median,obs_count_mse_median,obs_count_mae_median,obs_count_mae_r2_median,obs_count_perplexity_median,obs_pval_r2_median,obs_pval_spearman_median,obs_pval_pearson_median,obs_pval_mse_median,obs_pval_mae_median,obs_pval_mae_r2_median,obs_pval_perplexity_median,obs_peak_auc_median,dsf_upsampled_count,dsf_downsampled_count,dsf_same_count,control_non1_count,train_st_depth_ratio,train_st_runtype_mse,train_st_readlen_mse,EMA_Imp_Pval_R2,EMA_Imp_Pval_SRCC,EMA_Imp_Pval_PCC,EMA_Imp_Pval_MAE_R2,EMA_Imp_Count_R2,EMA_Imp_Count_SRCC,EMA_Imp_Count_PCC,EMA_Imp_Count_MAE_R2,EMA_Obs_Pval_MAE_R2,EMA_Obs_Count_MAE_R2,EMA_Imp_Count_Loss,EMA_Obs_Count_Loss,EMA_Imp_Pval_Loss,EMA_Obs_Pval_Loss,EMA_Imp_Peak_AUC,EMA_Obs_Peak_AUC
1,0,2026-04-11T02:10:19.436306,0.00022105263157894735,165965.125,A:1.0/L:0.5/C:0.0,1.8353288173675537,0.26445260643959045,0.06714846193790436,193.65196228027344,0.5665455460548401,0.16895292699337006,0.04179257154464722,194.76084899902344,-374.58360290527344,4.527570227916466e-05,0.0049850796,1.7773709,1.06866,-140.65953826904297,1.5474095940589905,-1517.0870971679688,-2.745511622744641e-05,-0.0007483291,1.0969043,0.90103436,-185.13328552246094,inf,0.4451090711677031,-70.20761108398438,-0.0016388922207972566,-0.010164831,2.439747,1.0295402,-39.84075927734375,1.6744720935821533,-233.66064453125,0.00334975941905545,0.003242332,0.8509179,0.80532783,-61.96029281616211,7.977506160736084,0.546009475218659,0,0,44,0,,,,-1517.0870971679688,-2.745511622744641e-05,-0.000748329097405076,-185.13328552246094,-374.58360290527344,4.527570227916466e-05,0.004985079634934664,-140.65953826904297,-61.96029281616211,-39.84075927734375,0.26445260643959045,0.06714846193790436,193.65196228027344,0.5665455460548401,0.4451090711677031,0.546009475218659
1,1,2026-04-11T02:10:20.055560,0.00024210526315789475,93.04942321777344,A:1.0/L:0.5/C:0.0,0.6097850799560547,0.8172165751457214,0.070770263671875,1.8592238426208496,0.512787938117981,0.16306008398532867,0.04218832403421402,3.46524715423584,-1.9271363019943237,-0.00258260975844411,-0.0043373676,2.3940341,1.1234119,-0.9198880791664124,2.648974299430847,-2.5175966024398804,-0.008306614037309167,-0.0048860987,0.6515306,0.6961212,-1.6742298603057861,5.861880779266357,0.4796747916649384,-143.33531188964844,0.006754174919185326,0.006398201,1.8530288,1.0117255,-76.5093002319336,1.7392761707305908,-496.3824768066406,-0.0015397465094580077,-0.0075612683,0.44960964,0.6535042,-189.5047607421875,6.155362129211426,0.5598689972755728,0,0,44,0,,,,-1509.5142496651413,-6.885091083285501e-05,-0.0007690179452765733,-184.21599024415016,-372.72032057225704,3.2136274975548284e-05,0.004938467398751527,-139.96084001809356,-62.59801515579223,-40.0241019821167,0.2672164262831211,0.0671665709465742,192.69299858808517,0.5662767580151558,0.4452818997701893,0.5460787728289436
1,2,2026-04-11T02:10:20.684585,0.0002631578947368421,19.88654899597168,A:1.0/L:0.5/C:0.0,0.6208293437957764,0.7843007445335388,0.24600738286972046,1.2728478908538818,0.32114341855049133,0.15394893288612366,0.045772962272167206,2.824021577835083,-0.6097463369369507,0.002962644984247021,0.011272375,2.123969,1.0921364,-0.29892033338546753,3.243479371070862,-0.42299944162368774,-0.0072202891920731226,-0.0067351693,0.40513426,0.5460297,-0.511432409286499,3.5320457220077515,0.5015533195560948,-0.5008803009986877,0.0029214306645242516,0.0113377,2.2697341,1.1207082,-0.38274961709976196,3.8144057989120483,-0.5090230107307434,0.004564564317087734,0.0029974342,0.40456933,0.5143885,-0.43753325939178467,3.609194040298462,0.4764692820133235,0,0,44,0,,,,-1501.9687934140236,-0.00010460810223905636,-0.0007988487021939364,-183.29746745497584,-370.8597677010804,4.678881852190565e-05,0.004970136934460606,-139.26253041967004,-62.28721274631023,-39.82589522029161,0.26980184787437317,0.06806077500618993,191.735897834599,0.5650510913178325,0.4455632568691188,0.5457307253748654
1,3,2026-04-11T02:10:21.295526,0.00028421052631578947,15.195536613464355,A:1.0/L:0.5/C:0.0,0.5937345027923584,1.3341619968414307,0.15017834305763245,1.253614902496338,0.316325843334198,0.14250250160694122,0.04662039130926132,3.2434041500091553,-0.5510760545730591,0.001020699556426179,0.0059279255,1.1725074,0.9094788,-0.4212648272514343,3.34700345993042,-0.15380030870437622,0.0005426205664775137,-0.005122373,0.36602926,0.511902,-0.1549358367919922,3.3684619665145874,0.5020132877872772,-0.3968849182128906,-0.0030675475269585197,-0.0063217217,1.2281749,0.87378013,-0.2769232392311096,3.4617730379104614,-0.25223857164382935,0.0007935757489991535,-0.008185774,0.38212556,0.52071553,-0.3143836259841919,3.3923938274383545,0.5014048766682558,0,0,44,0,,,,-1494.4597184484971,-0.00010137195889547351,-0.000820466323085857,-182.38175479688493,-369.0082242428478,5.1658372211427016e-05,0.004974925877107132,-138.56832409170795,-61.9773486007086,-39.62815036038631,0.27512364861920846,0.06847136284644714,190.7834864199385,0.5638074650779143,0.44584550702370956,0.5455090961313324
1,4,2026-04-11T02:10:21.908917,0.0003052631578947368,26.405004501342773,A:1.0/L:0.5/C:0.0,0.5641219615936279,1.6382806301116943,0.18313883244991302,1.2514269351959229,0.310782790184021,0.19003257155418396,0.03872872516512871,3.6123902797698975,-2.150775372982025,0.0028090829954037226,0.0044816434,3.1275017,1.5881193,-1.4667001366615295,4.289157748222351,-1.5128734111785889,0.0003871842209245552,0.0022703707,0.34911922,0.5253905,-1.080194115638733,3.8474220037460327,0.5184663813164894,-0.5064927339553833,0.0030535919159235397,0.0038278797,1.6755862,1.0923762,-0.3261900544166565,3.2624694108963013,-0.20232903957366943,-0.007550220832836657,-0.004342524,0.38411418,0.534509,-0.3740323781967163,3.5144182443618774,0.48794492178307275,0,0,44,0,,,,-1486.9949842233107,-9.892917799637337e-05,-0.0008050121378613426,-181.4752469934787,-367.17393699849845,6.54454953273885e-05,0.004972459464913293,-137.8828159719327,-61.66933201959604,-39.43164055885646,0.2819394335266709,0.06904470019446447,189.8358261225148,0.5625423417034449,0.4462086113951734,0.5452212752595911
1,5,2026-04-11T02:10:22.546906,0.0003263157894736841,10.7449312210083,A:1.0/L:0.5/C:0.0,0.6281256675720215,0.8117700219154358,0.25935977697372437,1.265537142753601,0.3278382122516632,0.16205410659313202,0.036440931260585785,2.8630001544952393,-0.40226757526397705,0.0030013360133707475,0.0014767465,2.1863918,1.2162673,-0.4071066975593567,3.8625797033309937,-0.16523897647857666,-0.0052572563632238495,-0.010354099,0.5241045,0.5632602,-0.2530946135520935,3.6282825469970703,0.49895347685940505,-0.25067001581192017,-0.00013231328989053563,-0.0017397364,2.1524956,1.0400826,-0.10507291555404663,3.7372097969055176,-0.15409255027770996,-0.000611700142905448,0.0014849561,0.42426026,0.5609141,-0.20480811595916748,3.5958592891693115,0.49861160322277515,0,0,44,0,,,,-1479.5608354970766,-0.00012472081392251075,-0.0008527575714915344,-180.56913623157905,-365.34007865138227,8.01249479176053e-05,0.004954980900179551,-137.19543742556084,-61.36200940007785,-39.23500772063994,0.28458858646861473,0.06999627557836077,188.89297467761597,0.5613688210561859,0.4464723357224946,0.544988226899407
1,6,2026-04-11T02:10:23.144136,0.0003473684210526314,8.640857696533203,A:1.0/L:0.5/C:0.0,0.5863533020019531,1.2112114429473877,0.22375355660915375,1.184146761894226,0.3218875527381897,0.15620765089988708,0.03847883641719818,3.135685920715332,-0.2905311584472656,0.006216023014540304,0.0036328007,2.26415,0.8138334,-0.10073286294937134,4.362623691558838,-0.0479278564453125,-0.012715137544461179,-0.0041148914,0.4021602,0.48841083,-0.08116036653518677,3.2776585817337036,0.5031605596127717,-0.3637787103652954,0.004052300799990806,0.0004047756,1.8926264,1.1863878,-0.40758490562438965,4.436772346496582,-0.12847959995269775,0.0034908470030314592,0.0014585061,0.4170798,0.5207357,-0.06633639335632324,3.4114437103271484,0.4937328472114558,0,0,44,0,,,,-1472.1632709588735,-0.0001876728975752041,-0.0008690682406461937,-179.66669635225384,-363.51483091391765,0.0001108044382507188,0.004948369998946538,-136.50996390274778,-61.05553103504425,-39.040870606564866,0.2892217007510086,0.07076506198351475,187.95443053803734,0.5601714147145959,0.446755776841946,0.5447319500009672
1,7,2026-04-11T02:10:23.745407,0.00036842105263157874,6.400292873382568,A:1.0/L:0.5/C:0.0,0.5746340751647949,0.9318423867225647,0.19217677414417267,1.224019169807434,0.3095840811729431,0.14924605190753937,0.03791482001543045,2.844783067703247,-0.29548537731170654,0.00048364055157653474,-0.0018690843,1.9421809,1.0934782,-0.15231502056121826,4.555551767349243,-0.05473583936691284,-7.261798452489702e-05,0.0014400048,0.36905456,0.49813655,-0.1787872314453125,3.2693248987197876,0.502026233321483,-0.3850574493408203,0.008746023038092276,-0.003763297,4.313584,1.5117841,-0.46658432483673096,5.082644462585449,-0.06924760341644287,-0.006480337347424829,-0.0036635785,0.38699135,0.5160975,-0.09703516960144043,3.172032594680786,0.5008559300008664,0,0,44,0,,,,-1464.8027282832759,-0.00018709762300995257,-0.0008575228754686708,-178.76925680664982,-361.6987341862346,0.00011266861881734788,0.004914282727384246,-135.82817565833685,-60.75073855571703,-38.847999175156225,0.2924348041808664,0.07137212054431803,187.0207784811962,0.5589184780468875,0.4470321291243437,0.5445125699009666
1,8,2026-04-11T02:10:24.409027,0.0003894736842105261,8.895843505859375,A:1.0/L:0.5/C:0.0,0.6292333602905273,1.087537407875061,0.2558663487434387,1.2954429388046265,0.3161207139492035,0.14046040177345276,0.038351744413375854,3.133779525756836,-0.3294699788093567,-0.0011301562352588022,-0.002947556,1.9740819,1.1253809,-0.24835729598999023,4.81776237487793,-0.11048179864883423,0.0028957287042297958,0.0024164584,0.47652003,0.5822606,-0.0710906982421875,3.4382710456848145,0.4976380166718908,-0.4703614115715027,-0.002191570161756566,0.00080480584,3.1053605,1.1763393,-0.23341715335845947,4.77434515953064,-0.07732808589935303,0.003578420474736983,0.0041276794,0.505521,0.5241127,-0.049719810485839844,3.5176260471343994,0.4951865327639171,0,0,44,0,,,,-1457.4792670508527,-0.00017168349137375384,-0.000841152968858665,-177.87576597610777,-359.8918878651975,0.00010645449454696713,0.004874973533308589,-135.1502765665251,-60.44723346199087,-38.65492626504724,0.2964103171993374,0.07229459168531363,186.09215180348426,0.5577044892263991,0.4472851585620814,0.5442659397152815
1,9,2026-04-11T02:10:25.016308,0.00041052631578947343,15.254469871520996,A:1.0/L:0.5/C:0.0,0.5895307064056396,0.7874242067337036,0.27186307311058044,1.3624399900436401,0.31137382984161377,0.14568853378295898,0.035818058997392654,2.914607524871826,-0.1986345648765564,0.0011599924280363816,-0.00053178146,3.9103947,1.2542793,-0.1463049054145813,4.722881078720093,-0.19215595722198486,-0.0008425185612080401,-0.0005981434,0.4507336,0.5803566,-0.17532068490982056,3.6130471229553223,0.49648665945699844,-0.3358798027038574,-0.002426508836123935,-4.440517e-06,2.3261347,1.1699343,-0.19536030292510986,4.96383810043335,-0.07479709386825562,-0.003735056123353841,0.0002665795,0.50145763,0.52609587,-0.05219864845275879,3.5692856311798096,0.4999562980772617,0,0,44,0,,,,-1450.1928314953846,-0.00017503766672292525,-0.0008399379209080633,-176.9872637496518,-358.0934215986959,0.0001117221842144142,0.00484793975831797,-134.47525670821955,-60.14525828792318,-38.462628435236624,0.29886538664700923,0.07329243409243998,185.16850324441705,0.5564728359294752,0.44753116606655596,0.5440443915070914
