epoch,batch_idx,timestamp,learning_rate,gradient_norm,mask_info,batch_time,imp_count_loss,obs_count_loss,imp_pval_loss,obs_pval_loss,imp_peak_loss,obs_peak_loss,total_loss,imp_count_r2_median,imp_count_spearman_median,imp_count_pearson_median,imp_count_mse_median,imp_count_perplexity_median,imp_pval_r2_median,imp_pval_spearman_median,imp_pval_pearson_median,imp_pval_mse_median,imp_pval_perplexity_median,imp_peak_auc_median,obs_count_r2_median,obs_count_spearman_median,obs_count_pearson_median,obs_count_mse_median,obs_count_perplexity_median,obs_pval_r2_median,obs_pval_spearman_median,obs_pval_pearson_median,obs_pval_mse_median,obs_pval_perplexity_median,obs_peak_auc_median,EMA_Imp_Pval_R2,EMA_Imp_Pval_SRCC,EMA_Imp_Pval_PCC,EMA_Imp_Count_R2,EMA_Imp_Count_SRCC,EMA_Imp_Count_PCC,EMA_Imp_Count_Loss,EMA_Obs_Count_Loss,EMA_Imp_Pval_Loss,EMA_Obs_Pval_Loss,EMA_Imp_Peak_AUC,EMA_Obs_Peak_AUC
1,0,2025-12-16T21:50:40.386764,5e-05,20.60433578491211,A:1.0/L:1.0/C:0.0,3.1755282878875732,0.5453103363513947,0.12978417724370958,0.6299084283411504,0.008336105570197105,0.017202734423335645,0.004503919061971829,0.9678154170513155,0.09750771522521973,0.45238628221341703,0.45216513,0.90348834,2.328641414642334,0.04993695020675659,0.3516738749748413,0.479816,0.105693266,1.5184820294380188,0.9334364912981266,0.2943255305290222,0.5774266788093771,0.5795639,1.240361,2.4365569353103638,0.3400307893753052,0.4973146083649061,0.63978004,0.13936755,1.0921624898910522,0.9517682361294444,0.04993695020675659,0.3516738749748413,0.4798159897327423,0.09750771522521973,0.45238628221341703,0.4521651268005371,0.5453103363513947,0.12978417724370958,0.6299084283411504,0.008336105570197105,0.9334364912981266,0.9517682361294444
1,1,2025-12-16T21:50:42.722131,5.0006410256410267e-05,20.398130416870117,A:1.0/L:1.0/C:0.0,2.320965051651001,0.4785116732120514,0.08943347856402398,-0.09050676226615906,-0.00271392147988081,0.015715063124662268,0.003228135155222844,0.33693459033966067,-0.5780998468399048,0.23796269058963257,0.22148463,0.8561233,3.014286518096924,-1.418471097946167,0.2766862114435838,0.29624695,0.18370385,1.56369948387146,0.9933538817183587,-0.16377544403076172,0.3549301775034636,0.37824073,0.83982867,3.0091824531555176,-1.0474917888641357,0.4104245933476998,0.50593823,0.19242781,1.6913213729858398,0.965467745803309,0.042594909965991974,0.35129893665718503,0.4788981445133686,0.0941296774148941,0.45131416425529813,0.45101172432303427,0.544976343035698,0.12958242375031115,0.6263063523881138,0.008280855434946714,0.9337360782502276,0.9518367336778137
1,2,2025-12-16T21:50:44.951966,5.0012820512820524e-05,,A:1.0/L:1.0/C:0.0,2.220309019088745,1.2260916709899905,0.2502944618463516,0.6333179835230112,0.01483210325241089,0.01550527079962194,0.0042548813624307515,1.781009101867676,-0.10505110025405884,0.21215162291419204,0.22998357,1.9725413,4.976491451263428,0.08023008704185486,0.3713451880319826,0.3689745,0.0934481,1.2803990244865417,0.7909536032269686,0.1826993227005005,0.5971223434685564,0.48272857,64.188255,5.7751624584198,-0.08086201548576355,0.6331856368704876,0.5718169,0.07674228,0.7080959901213646,0.9914498222348246,0.04278308585137129,0.351399167914059,0.4783485263250768,0.09313377352654933,0.4501183515485926,0.4499065835423767,0.5483819196754695,0.13018598394079134,0.6263414105437883,0.008313611674034035,0.9330221658751113,0.9520347991205987
1,3,2025-12-16T21:50:47.240159,5.001923076923078e-05,9.030938148498535,A:1.0/L:1.0/C:0.0,2.278998374938965,0.33286731839179995,0.07621312513947487,-0.01605438292026519,-0.04333134815096855,0.007932043634355068,0.0015399867639644073,0.34084873944520955,0.2825663089752197,0.22066436973692238,0.53960794,1.255121,2.3795886039733887,0.47485798597335815,0.2252660689026059,0.7165246,0.28261694,1.1814910173416138,0.9876208309159076,-0.05986833572387695,0.40242882143424624,0.62043995,0.94623995,2.2853760719299316,0.5219792723655701,0.4629417219679976,0.78889924,0.23323476,1.289764404296875,0.98026942036376,0.044943460351981226,0.35076850241900176,0.47953940669836476,0.09408093620379268,0.44897108163953425,0.4503550903351865,0.547304346669051,0.12991611964678476,0.623129431576468,0.008055386874909023,0.9332951592003152,0.9521759722268145
1,4,2025-12-16T21:50:49.659551,5.002564102564104e-05,15.316190719604492,A:1.0/L:1.0/C:0.0,2.407317638397217,0.43565261363983154,0.09222133010625838,0.20494291186332705,0.057462874054908755,0.00647619622759521,0.0013816791266435759,0.7366509318351746,0.07758939266204834,0.379030938339055,0.4222477,0.554072,2.0553810596466064,-0.7460517287254333,0.2815402620786244,0.42877102,0.13937981,1.4354022145271301,0.9960691823899371,0.1968051791191101,0.5017073834884982,0.4772908,0.8475836,2.5061545372009277,-0.037972450256347656,0.38810662789801514,0.54545796,0.19303668,1.645728349685669,0.9625516102394716,0.04098848440659415,0.3504223612172999,0.47928556475978257,0.09399847848608396,0.44862138092303183,0.4502145534227295,0.5467460880039049,0.12972764569908213,0.6210384989779023,0.008302424310809022,0.9336090293162634,0.9522278504168779
1,5,2025-12-16T21:50:51.955774,5.0032051282051296e-05,19.899200439453125,A:1.0/L:1.0/C:0.0,2.2863876819610596,0.25952595304697756,0.051983893197029826,-0.5579983592033386,-0.24534472078084946,0.0057381967839319255,0.0005731116223614664,-0.5304218888282777,-0.08918321132659912,0.07744391305599767,0.08890024,0.67064005,3.027329683303833,-0.04696226119995117,0.12154034519919836,0.20111111,0.08562686,1.473765254020691,0.9321766561514195,0.09503459930419922,0.41169816126157527,0.45795694,0.730224,2.8538780212402344,0.23877692222595215,0.45571154138537134,0.5540028,0.06661404,1.074216365814209,0.9879815590277521,0.04054873067856143,0.34927795113720944,0.47789469247630695,0.09308257003702054,0.44676549358369666,0.44840798184699343,0.5453099873291202,0.12933892693657184,0.6151433146869961,0.00703418858535073,0.9336018674504392,0.9524066189599322
1,6,2025-12-16T21:50:54.182043,5.003846153846155e-05,,A:1.0/L:1.0/C:0.0,2.2162203788757324,1.745243489742279,0.21493655145168306,2.7179925799369817,-0.015965826436877252,0.027439885679632427,0.004028423829004169,3.4679550826549534,-0.3006089925765991,0.15882352990844797,0.16023514,1.5797527,5.222667694091797,-0.004173785448074341,0.2550262746713017,0.2523163,0.045667626,1.334707498550415,0.749568286408588,0.23598021268844604,0.5089004752777025,0.5078964,1.2711651,4.397916793823242,0.3091331720352173,0.6441281169987306,0.63527465,0.034620155,0.7193576097488403,0.9995118470954902,0.04032511809792824,0.3488066927548799,0.4767668004944285,0.09111411222395245,0.4453257837653204,0.4469671176214952,0.551309654841186,0.1297669150591474,0.6256575610132461,0.006919188510239591,0.93268169954523,0.95264214510061
1,7,2025-12-16T21:50:56.453935,5.004487179487181e-05,33.1465950012207,A:1.0/L:1.0/C:0.0,2.2618165016174316,0.3291377067565918,0.06518665105104446,0.6399244323372842,-0.07953976523131133,0.006601063627749682,0.001123503142298432,0.8583747446537018,-0.0447998046875,0.04696874073550321,0.054004405,0.15129042,1.5945762395858765,-0.0935889482498169,0.06653277062013323,0.086899616,0.009834745,0.730844259262085,0.0,0.0017080903053283691,0.2718290367146397,0.29542544,0.14549737,1.511187195777893,-0.017089247703552246,0.2706219584349351,0.32318833,0.011252387,0.44592708349227905,0.8880863759896018,0.039655547766189514,0.3473953231442062,0.47481746457107743,0.09043454263939518,0.4433339985501713,0.4450023040568569,0.5501987951007631,0.12944401373910688,0.6257288953698663,0.0064868937415318365,0.93268169954523,0.952319366255055
1,8,2025-12-16T21:50:58.809191,5.005128205128206e-05,4.781121253967285,A:1.0/L:1.0/C:0.0,2.343216896057129,0.4271602928638458,0.08315679579973222,-0.20247327983379365,-0.0986263919621706,0.007937015779316426,0.0001755897574184928,0.2061266005039215,0.04806715250015259,0.2758923010144172,0.31848124,0.30955935,1.6810713410377502,0.009153693914413452,0.20689455854394556,0.31708378,0.044473067,0.7395731806755066,0.6590538336052202,0.13129693269729614,0.3344883561434541,0.41463172,0.20232792,1.6152411699295044,0.07135677337646484,0.2860985811943429,0.38813603,0.028321812,0.4791834354400635,0.0,0.03950303849693064,0.3466928193212049,0.47402879612820786,0.09022270568869897,0.4424967900624925,0.4443696987200539,0.5495836025895785,0.12921257764941002,0.6215878844938479,0.005961327313013324,0.9313135602155299,0.952319366255055
1,9,2025-12-16T21:51:01.113166,5.005769230769232e-05,20.418060302734375,A:1.0/L:1.0/C:0.0,2.29123854637146,0.3618463333696127,0.07072462625801564,-0.3102144420146943,-0.14820797964930538,0.0022601592645514756,0.0004649547685403377,-0.17666037678718563,-0.018742799758911133,0.08376866736783076,0.09765473,0.20251973,1.705797553062439,-0.1473764181137085,0.13365855927802203,0.14103463,0.027353292,0.9769132137298584,0.0,0.018675774335861206,0.2395311069909952,0.27258667,0.20941389,1.7301040887832642,0.08120113611221313,0.2588926606931572,0.34541988,0.023918223,0.5810489356517792,0.9977310231023102,0.038568641213877444,0.345627648020989,0.4723638253121729,0.08967787816146092,0.44070314944901917,0.44263612387686135,0.5486449162434787,0.12892013789245305,0.6169288728613053,0.00519048077820173,0.9313135602155299,0.9525464245392912
